"url","pic_url","name","time","career","printdate","onlinedate","abstract"
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5001696?rskey=PCOHdi&result=1","/cover/searchableMedia/anb-9780198606697-e-5001696-graphic-1-thumbnail.jpg","Abbot, Charles Greeley","1872-1973","astronomer","1999","1999","Charles G. Abbot [left to right] Charles G. Abbot and Floyd Karker Richtmyer at the National Academy of Sciences meeting in Cleveland, OH, 1934. Courtesy of the Library of Congress (LC-USZ62-114340)."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5000826?rskey=PCOHdi&result=2","/cover/searchableMedia/anb-9780198606697-e-5000826-graphic-1-thumbnail.jpg","Abbott, Grace","1878-1939","social worker and administrator","1999","1999","Grace Abbott  Courtesy of the Library of Congress (LC-USZ62-111723)."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5003105?rskey=PCOHdi&result=3","/cover/searchableMedia/anb-9780198606697-e-5003105-graphic-1-thumbnail.jpg","Abernathy, Ralph David","1926-1990","civil rights leader and minister","1999","1999","Ralph Abernathy Photograph by Warren K. Leffler, 1968. Courtesy of the Library of Congress (U.S. News and World Report Collection: LC-U9-19265)."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5002027?rskey=PCOHdi&result=4","/cover/searchableMedia/anb-9780198606697-e-5002027-graphic-1-thumbnail.jpg","Abrams, Creighton Williams, Jr.","15 September 1914–04 September 1974","army officer","1999","1999","Creighton W. Abrams [left to right] President Lyndon Johnson and Creighton W. Abrams (1968) at a White House briefing on the war in Vietnam, 1968. Courtesy of the National Archives (NWDNS-306-PSA-68[3528])."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5001960?rskey=PCOHdi&result=5","/cover/searchableMedia/anb-9780198606697-e-5001960-graphic-1-thumbnail.jpg","Abzug, Bella","1920-1998","lawyer, feminist leader, and U.S. representative","","","Bella Abzug. Campaign poster. Courtesy of the Library of Congress (LC-USZ62-109588)."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5002020?rskey=PCOHdi&result=6","/cover/searchableMedia/anb-9780198606697-e-5002020-graphic-1-thumbnail.jpg","Acheson, Dean Gooderham","11 April 1893–12 October 1971","lawyer and secretary of state","1999","1999","Dean Acheson.  Courtesy of the Library of Congress (LC-USZ62-94484)."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5001488?rskey=PCOHdi&result=7","/cover/searchableMedia/anb-9780198606697-e-5001488-graphic-1-thumbnail.jpg","Acosta, Bertrand Blanchard","1895-1954","aviation pioneer","1999","1999","Bert Acosta.  Courtesy of the Library of Congress (LC-USZ62-94370)."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5000034?rskey=PCOHdi&result=8","/cover/searchableMedia/anb-9780198606697-e-5000034-graphic-1-thumbnail.jpg","Adams, Abigail","1744-1818","first lady and woman of intellect","1999","1999","Abigail Adams. After a painting by Gilbert Stuart. Courtesy of the Library of Congress (LC-USZ62-10016 DLC)."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5005096?rskey=PCOHdi&result=9","/cover/searchableMedia/anb-9780198606697-e-5005096-graphic-1-thumbnail.jpg","Adams, Charles Francis","1807-1886","politician and diplomat","1999","1999","Charles Francis Adams. Albumen silver print, c. 1860, by Mathew B. Brady. National Portrait Gallery, Smithsonian Institution."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5000814?rskey=PCOHdi&result=10","/cover/searchableMedia/anb-9780198606697-e-5000814-graphic-1-thumbnail.jpg","Adams, Charles Francis","1835-1915","railroad official, civic leader, and historian","1999","1999","Charles Francis Adams, Jr. During his Civil War service. Courtesy of the Library of Congress (LC-B8171-7390)."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5004668?rskey=SBrzsH&result=11","/cover/searchableMedia/anb-9780198606697-e-5004668-graphic-1-thumbnail.jpg","Adams, Don","1923-2005","comedian and actor","","","Don Adams. With Barbara Feldon, on the set of the spoof spy showGet Smart, 10 September 1965. Courtesy of AP Images."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5001560?rskey=SBrzsH&result=12","/cover/searchableMedia/anb-9780198606697-e-5001560-graphic-1-thumbnail.jpg","Adams, Grizzly","1812-1860","mountain man and wild animal tamer","1999","1999","Grizzly Adams. Illustration from T. H. Hittell, The Adventures of James Capen Adams, Mountaineer and Grizzly Bear Hunter of California, 1860. Courtesy of the Library of Congress (LC-USZ62-92873)."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5005840?rskey=SBrzsH&result=13","/cover/searchableMedia/anb-9780198606697-e-5005840-graphic-1-thumbnail.jpg","Adams, Harriet Chalmers","22 October 1875–17 July 1937)","","","","Harriet Chalmers Adams. Harriet Chalmers Adams. Harriet Chalmers Adams, 1908. Glass negative. Courtesy of the Library of Congress (LC-DIG-npcc-19900)."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5001099?rskey=SBrzsH&result=14","/cover/searchableMedia/anb-9780198606697-e-5001099-graphic-1-thumbnail.jpg","Adams, Herbert Samuel","1858-1945","sculptor","1999","1999","Herbert Samuel Adams. As Cardinal Bird, with Arvia MacKaye Ege as Hummingbird, in Percy MacKaye's Sanctuary, 1913. Courtesy of the Library of Congress (LC-G41-CT-0074)."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5000001?rskey=SBrzsH&result=15","/cover/searchableMedia/anb-9780198606697-e-5000001-graphic-1-thumbnail.jpg","Adams, John","1735-1826","second president of the United States, diplomat, and political theorist","1999","1999","John Adams. After a painting by Gilbert\n          Stuart. Courtesy of the Library of Congress (LC-USZ62-13002 DLC)."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5000055?rskey=SBrzsH&result=16","/cover/searchableMedia/anb-9780198606697-e-5000055-graphic-1-thumbnail.jpg","Adams, John Quincy","1767-1848","secretary of state, sixth president of the United States, and U.S. congressman","1999","1999","John Quincy Adams. From a painting by  George Peter Alexander Healy. Courtesy of the Library of Congress (LC-USZ62-117119 DLC)."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5001550?rskey=SBrzsH&result=17","/cover/searchableMedia/anb-9780198606697-e-5001550-graphic-1-thumbnail.jpg","Adams, Louisa Catherine Johnson","1775-1852","first lady","1999","1999","Louisa Catherine Adams. Engraving after painting by Charles Robert Leslie. Courtesy of the Library of Congress (LC-USZ62-14438 DLC)."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5001172?rskey=SBrzsH&result=18","/cover/searchableMedia/anb-9780198606697-e-5001172-graphic-1-thumbnail.jpg","Adams, Maude","1872-1953","actress","1999","1999","Maude Adams.  Courtesy of the Library of Congress (LC-USZ62-101788)."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5000002?rskey=SBrzsH&result=19","/cover/searchableMedia/anb-9780198606697-e-5000002-graphic-1-thumbnail.jpg","Adams, Samuel","1722-1803","revolutionary politician, signer of the Declaration of Independence, and Massachusetts governor","1999","1999","Samuel Adams. After a painting by John Singleton Copley. Courtesy of the Library of Congress (LC-USZ61-262)."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5000562?rskey=SBrzsH&result=20","/cover/searchableMedia/anb-9780198606697-e-5000562-graphic-1-thumbnail.jpg","Adams, Sherman Llewelyn","1899-1986","public servant","1999","1999","Sherman Adams  Courtesy of the Library of Congress (LC-USZ62-100619)."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5002106?rskey=1X9LaE&result=21","/cover/searchableMedia/anb-9780198606697-e-5002106-graphic-1-thumbnail.jpg","Addams, Jane","1860-1935","social reformer and peace activist","1999","1999","Jane Addams.  Courtesy of the Library of Congress (LC-USZ62-95722)."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5004667?rskey=1X9LaE&result=22","/cover/searchableMedia/anb-9780198606697-e-5004667-graphic-1-thumbnail.jpg","Adler, Mortimer J.","1902-2001","philosopher","","","Mortimer J. Adler. At his desk at San Francisco's Institute for Philosophical Research, 9 January 1957. Courtesy of AP Images."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5002168?rskey=1X9LaE&result=23","/cover/searchableMedia/anb-9780198606697-e-5002168-graphic-1-thumbnail.jpg","Adonis, Joe","1902-1971","organized crime leader","1999","1999","Joe Adonis. Right, handcuffed to a guard, leaving the New York City Federal Courthouse. Courtesy of the Library of Congress (LC-USZ62-114628)."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5000745?rskey=1X9LaE&result=24","/cover/searchableMedia/anb-9780198606697-e-5000745-graphic-1-thumbnail.jpg","Agassiz, Louis","1807-1873","zoologist and geologist","1999","1999","Louis Agassiz.  Courtesy of the Library of Congress (LC-USZ62-103949)."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5000913?rskey=1X9LaE&result=25","/cover/searchableMedia/anb-9780198606697-e-5000913-graphic-1-thumbnail.jpg","Agee, James Rufus","1909-1955","writer","1999","1999","James Agee Photograph by Walker Evans, 1937. Courtesy of the Library of Congress (LC-USZ62-103100)."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5001812?rskey=1X9LaE&result=26","/cover/searchableMedia/anb-9780198606697-e-5001812-graphic-1-thumbnail.jpg","Agnew, D. Hayes","1818-1892","surgeon and medical educator","1999","1999","D. Hayes Agnew.  Courtesy of the National Library of Medicine (B011345)."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5002284?rskey=1X9LaE&result=27","/cover/searchableMedia/anb-9780198606697-e-5002284-graphic-1-thumbnail.jpg","Ailey, Alvin","1931-1989","actor, dancer, and choreographer","1999","1999","Alvin Ailey Photograph by Carl Van Vechten, 1955. Courtesy of the Library of Congress (LC-USZ62-114552)."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5001173?rskey=1X9LaE&result=28","/cover/searchableMedia/anb-9780198606697-e-5001173-graphic-1-thumbnail.jpg","Ailey, Alvin","1931-1989","actor, dancer, and choreographer","1999","1999","Alvin Ailey Photograph by Carl Van Vechten, 1955. Courtesy of the Library of Congress (LC-USZ62-92018)."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5000914?rskey=1X9LaE&result=29","/cover/searchableMedia/anb-9780198606697-e-5000914-graphic-1-thumbnail.jpg","Akins, Zoë","1886-1958","playwright and screenwriter","1999","1999","Zoë Akins. Photograph by Arnold Genthe. Courtesy of the Library of Congress (LC-G432-0608-C-001)."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5001489?rskey=1X9LaE&result=30","/cover/searchableMedia/anb-9780198606697-e-5001489-graphic-1-thumbnail.jpg","Alarcón, Hernando de","fl. 1540–1541","Spanish explorer","1999","1999","Hernando de Alarcón. Engraving, c. 1791. Courtesy of the Library of Congress (LC-USZ62-99997)."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5002002?rskey=dl8kIG&result=31","/cover/searchableMedia/anb-9780198606697-e-5002002-graphic-1-thumbnail.jpg","Alcorn, James Lusk","1816-1894","governor of Mississippi and U.S. senator","1999","1999","James Lusk Alcorn. Photograph from the studio of Mathew B. Brady. Courtesy of the National Archives (NWDNS-111-B-1117)."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5001929?rskey=dl8kIG&result=32","/cover/searchableMedia/anb-9780198606697-e-5001929-graphic-1-thumbnail.jpg","Alcott, A. Bronson","1799-1888","Transcendentalist and reformer","1999","1999","A. Bronson Alcott. At age fifty-three. Courtesy of the Library of Congress (LC-USZ62-54729)."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5000915?rskey=dl8kIG&result=33","/cover/searchableMedia/anb-9780198606697-e-5000915-graphic-1-thumbnail.jpg","Alcott, Louisa May","1832-1888","author","1999","1999","Louisa May Alcott.  Courtesy of the Library of Congress (LC-USZ61-452)."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5002895?rskey=dl8kIG&result=34","/cover/searchableMedia/anb-9780198606697-e-5002895-graphic-1-thumbnail.jpg","Aldrich, Bess Streeter","1881-1954","author","1999","1999","Bess Streeter Aldrich.  Courtesy of the Nebraska State Historical Society."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5001888?rskey=dl8kIG&result=35","/cover/searchableMedia/anb-9780198606697-e-5001888-graphic-1-thumbnail.jpg","Aldrich, Nelson Wilmarth","1841-1915","U.S. senator, congressman, and businessman","1999","1999","Nelson W. Aldrich. Drawing by Arthur Dove, published in Success, 1909. Courtesy of the Library of Congress (LC-USZ62-54138)."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5004786?rskey=dl8kIG&result=36","/cover/searchableMedia/anb-9780198606697-e-5004786-graphic-1-thumbnail.jpg","Alexander, Raymond Pace","1898-1974","lawyer, judge, and civil rights leader","","","Raymond Pace Alexander At his desk in his law office, circa 1935-1940. Collections of the University of Pennsylvania Archives."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5000916?rskey=dl8kIG&result=37","/cover/searchableMedia/anb-9780198606697-e-5000916-graphic-1-thumbnail.jpg","Algren, Nelson","1909-1981","writer","1999","1999","Nelson Algren.  Courtesy of the Library of Congress (LC-USZ62-97839)."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5001174?rskey=dl8kIG&result=38","/cover/searchableMedia/anb-9780198606697-e-5001174-graphic-1-thumbnail.jpg","Allan, Maud","1873-1956","dancer, choreographer, and actress","1999","1999","Maud Allan Photograph by Arnold Genthe, 1910. Courtesy of the Library of Congress (LC-G399-4135-A)."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5000003?rskey=dl8kIG&result=39","/cover/searchableMedia/anb-9780198606697-e-5000003-graphic-1-thumbnail.jpg","Allen, Ethan","1738-1789","frontier revolutionary leader and author of the first deistic work by an American","1999","1999","Ethan Allen at Ticonderoga. Reproduction of a painting by E. Percy Moran (1862–1935). Courtesy of the Library of Congress (LC-USZ62-96539)."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5000688?rskey=dl8kIG&result=40","/cover/searchableMedia/anb-9780198606697-e-5000688-graphic-1-thumbnail.jpg","Allen, Florence Ellinwood","1884-1966","federal judge","1999","1999","Florence Ellinwood Allen. Holding flag, center, at Woman Suffrage Headquarters on Upper Euclid Avenue, Cleveland, 1912. Courtesy of the Library of Congress (LC-USZ62-30776)."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5002129?rskey=OPp8NG&result=41","/cover/searchableMedia/anb-9780198606697-e-5002129-graphic-1-thumbnail.jpg","Allen, Fred","1894-1956","humorist","1999","1999","Fred Allen.  Courtesy of the Library of Congress (LC-USZ62-105144)."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5002451?rskey=OPp8NG&result=42","/cover/searchableMedia/anb-9780198606697-e-5002451-graphic-1-thumbnail.jpg","Allen, Henry “Red”","1908-1967","trumpeter","1999","1999","Henry Allen  © William P. Gottlieb; used by permission.  William P. Gottlieb Collection, Library of Congress (LC-GLB13-0004 DLC)."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5000368?rskey=OPp8NG&result=43","/cover/searchableMedia/anb-9780198606697-e-5000368-graphic-1-thumbnail.jpg","Allen, Henry Justin","1869-1950","politician and newspaper editor","1999","1999","Henry Justin Allen.  Courtesy of the Library of Congress (LC-USZ62-96805)."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5000746?rskey=OPp8NG&result=44","/cover/searchableMedia/anb-9780198606697-e-5000746-graphic-1-thumbnail.jpg","Allen, Joel Asaph","1838-1921","zoologist and museum official","1999","1999","Joel Allen  Courtesy of the Library of Congress (LC-USZ62-102410)."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5001977?rskey=OPp8NG&result=45","/cover/searchableMedia/anb-9780198606697-e-5001977-graphic-1-thumbnail.jpg","Allen, Mel","1913-1996","sportscaster","","","Mel Allen  Courtesy of the Library of Congress (LC-USZ62-112027)."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5001813?rskey=OPp8NG&result=46","/cover/searchableMedia/anb-9780198606697-e-5001813-graphic-1-thumbnail.jpg","Allen, Nathan","1813-1889","physician, social reformer, and public health advocate","1999","1999","Nathan Allen.  Courtesy of the National Library of Medicine (B01026)."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5004525?rskey=OPp8NG&result=47","/cover/searchableMedia/anb-9780198606697-e-5004525-graphic-1-thumbnail.jpg","Allen, Steve","1921-2000","comedian, author, songwriter","","","Steve Allen  Used with the permission of Bill Allen, Meadowlane Enterprises, Inc."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5000087?rskey=OPp8NG&result=48","/cover/searchableMedia/anb-9780198606697-e-5000087-graphic-1-thumbnail.jpg","Allen, William","1803-1879","U.S. senator and congressman and governor of Ohio","1999","1999","William Allen. Daguerreotype from the studio of  Mathew B. Brady. Courtesy of the Library of Congress (LC-USZ62-109897)."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5004787?rskey=OPp8NG&result=49","/cover/searchableMedia/anb-9780198606697-e-5004787-graphic-1-thumbnail.jpg","Allyson, June","1917-2006","actress","","","June Allyson 18 Nov. 1943. Courtesy of AP Images."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5001924?rskey=OPp8NG&result=50","/cover/searchableMedia/anb-9780198606697-e-5001924-graphic-1-thumbnail.jpg","Almond, Edward Mallory","12 December 1892–11 June 1979","army general, nicknamed Ned","1999","1999","Edward Almond [left to right] Courtney Whitney, General Douglas MacArthur, and General Edward Almond, observing the shelling of Inchon from a U.S. Navy ship, 1950. Courtesy of the National Archives (NWDNS-111-SC-348438)."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5001855?rskey=WFMsH1&result=51","/cover/searchableMedia/anb-9780198606697-e-5001855-graphic-1-thumbnail.jpg","Alvarez, Walter Clement","1884-1978","physician, medical researcher, and medical columnist","1999","1999","Walter C. Alvarez.  Courtesy of the National Library of Medicine (B029601)."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5001866?rskey=WFMsH1&result=52","/cover/searchableMedia/anb-9780198606697-e-5001866-graphic-1-thumbnail.jpg","Ambler, James Markham Marshall","1848-1881","naval surgeon and explorer","1999","1999","James Markham Ambler.  Courtesy of the National Library of Medicine (B01766)."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5000247?rskey=WFMsH1&result=53","/cover/searchableMedia/anb-9780198606697-e-5000247-graphic-1-thumbnail.jpg","Ames, Adelbert","1835-1933","soldier and politician","1999","1999","Adalbert Ames.  Courtesy of the Library of Congress (LC-B8172-1728)."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5005087?rskey=WFMsH1&result=54","/cover/searchableMedia/anb-9780198606697-e-5005087-graphic-1-thumbnail.jpg","Ames, Fisher","1758-1808","Federalist party leader, member of Congress, essayist, and renowned orator","1999","1999","Fisher Ames. Oil on wood, c. 1807, by Gilbert Stuart. National Portrait Gallery, Smithsonian Institution; gift of George Cabot Lodge."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5002039?rskey=WFMsH1&result=55","/cover/searchableMedia/anb-9780198606697-e-5002039-graphic-1-thumbnail.jpg","Ames, Oakes","1804-1873","businessman and politician","1999","1999","Oakes Ames. Photograph from the studio of Mathew B. Brady. Courtesy of the National Archives (NWDNS-111-B-1245)."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5001967?rskey=WFMsH1&result=56","/skin/e49360509cb954142bf9eea016a270e8d4e29a85/img/icons/default-image.svg","","","","","","Cleveland Amory Standing next to a display case containing a variety of chess sets, 1962. Courtesy of the Library of Congress (LC-USZ62-112709)."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5002431?rskey=WFMsH1&result=57","/cover/searchableMedia/anb-9780198606697-e-5002431-graphic-1-thumbnail.jpg","Anderson, Cat","1916-1981","jazz trumpeter","1999","1999","Cat Anderson, c. 1946-1948.  © William P. Gottlieb; used by permission.  William P. Gottlieb Collection, Library of Congress (LC-GLB23-0008 DLC)."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5000240?rskey=WFMsH1&result=58","/cover/searchableMedia/anb-9780198606697-e-5000240-graphic-1-thumbnail.jpg","Anderson, Joseph Reid","1813-1892","industrialist and Confederate soldier","1999","1999","Joseph R. Anderson.  Courtesy of the Library of Congress (LC-B8172-2073)."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5000917?rskey=WFMsH1&result=59","/cover/searchableMedia/anb-9780198606697-e-5000917-graphic-1-thumbnail.jpg","Anderson, Margaret","1886-1973","editor and author","1999","1999","Margaret Anderson.  Courtesy of the Library of Congress (LC-USZ62-112044)."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5001374?rskey=WFMsH1&result=60","/cover/searchableMedia/anb-9780198606697-e-5001374-graphic-1-thumbnail.jpg","Anderson, Marian","1897-1993","contralto","1999","1999","Marian Anderson Photograph by Carl Van Vechten, 1940. Courtesy of the Library of Congress (LOT 12735, no. 49 P&P;)."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5002111?rskey=lSgeGm&result=61","/cover/searchableMedia/anb-9780198606697-e-5002111-graphic-1-thumbnail.jpg","Anderson, Maxwell","15 December 1888–28 February 1959","playwright","1999","1999","Maxwell Anderson.  Courtesy of the Library of Congress (LC-USZ62-112706)."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5000088?rskey=lSgeGm&result=62","/cover/searchableMedia/anb-9780198606697-e-5000088-graphic-1-thumbnail.jpg","Anderson, Robert","1805-1871","soldier and hero of Fort Sumter","1999","1999","Robert Anderson.  Courtesy of the Library of Congress (LC-B8172-1753)."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5000918?rskey=lSgeGm&result=63","/cover/searchableMedia/anb-9780198606697-e-5000918-graphic-1-thumbnail.jpg","Anderson, Sherwood","1876-1941","writer","1999","1999","Sherwood Anderson Photograph by Carl Van Vechten, 1933. Courtesy of the Library of Congress (LC-USZ62-42477)."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5000054?rskey=lSgeGm&result=64","/cover/searchableMedia/anb-9780198606697-e-5000054-graphic-1-thumbnail.jpg","André, John","1750-1780","British officer and spy","1999","1999","John André. A rendering of his capture at Tarrytown, New York. Courtesy of the Library of Congress (LC-USZC4-2395)."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5000369?rskey=lSgeGm&result=65","/cover/searchableMedia/anb-9780198606697-e-5000369-graphic-1-thumbnail.jpg","Andrews, Frank Maxwell","1884-1943","army officer and airman","1999","1999","Frank M. Andrews.  Courtesy of the Library of Congress (LC-USZ62-94369)."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5001175?rskey=lSgeGm&result=66","/cover/searchableMedia/anb-9780198606697-e-5001175-graphic-1-thumbnail.jpg","Anglin, Margaret","1876-1958","actress","1999","1999","Margaret Anglin. In costume, c. 1910-1925. Photograph by Arnold Genthe. Courtesy of the Library of Congress (LC-G432-1303)."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5005281?rskey=lSgeGm&result=67","/cover/searchableMedia/anb-9780198606697-e-5005281-graphic-1-thumbnail.jpg","Anshutz, Thomas Pollock","1851-1912","artist and art teacher","1999","1999","Thomas Pollock Anshutz. Bronze bas relief, 1912-1916, by Adam Pietz. National Portrait Gallery, Smithsonian Institution."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5001387?rskey=lSgeGm&result=68","/cover/searchableMedia/anb-9780198606697-e-5001387-graphic-1-thumbnail.jpg","Anson, Cap","1852-1922","professional baseball player and manager","1999","1999","Cap Anson. ""Goodwin Champions"" baseball card, 1888. Courtesy of the Library of Congress (LOT 13163-08, no. 2)."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5000827?rskey=lSgeGm&result=69","/cover/searchableMedia/anb-9780198606697-e-5000827-graphic-1-thumbnail.jpg","Anthony, Susan B.","1820-1906","reformer and organizer for woman suffrage","1999","1999","Susan B. Anthony.  Courtesy of the Library of Congress (LC-USZ62-23933)."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5001975?rskey=lSgeGm&result=70","/cover/searchableMedia/anb-9780198606697-e-5001975-graphic-1-thumbnail.jpg","Arbuckle, Roscoe “Fatty”","1887-1933","actor","","","Roscoe “Fatty” Arbuckle. [left to right] Roscoe ""Fatty"" Arbuckle and Mabel Normand, c. 1915, in one of their Keystone films. Courtesy of the Library of Congress (LC-USZ62-10081)."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5002765?rskey=DNHgwd&result=71","/cover/searchableMedia/anb-9780198606697-e-5002765-graphic-1-thumbnail.jpg","Arcaro, Eddie","1916-1997","jockey","","","Eddie Arcaro.  Courtesy of the Library of Congress."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5000637?rskey=DNHgwd&result=72","/cover/searchableMedia/anb-9780198606697-e-5000637-graphic-1-thumbnail.jpg","Arden, Elizabeth","31 December 1878?–18 October 1966","businesswoman","1999","1999","Elizabeth Arden. Photograph by Arnold Genthe. Courtesy of the Library of Congress (LC-G4085- 0381 P&P;)."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5000815?rskey=DNHgwd&result=73","/cover/searchableMedia/anb-9780198606697-e-5000815-graphic-1-thumbnail.jpg","Arendt, Hannah","1906-1975","political theorist and philosopher","1999","1999","Hannah Arendt.  Courtesy of the Library of Congress (LC-USZ62-90832)."
"http://www.anb.org/abstract/10.1093/anb/9780198606697.001.0001/anb-9780198606697-e-5004669?rskey=DNHgwd&result=74","/cover/searchableMedia/anb-9780198606697-e-5004669-graphic-1-thumbnail.jpg","Arledge, Roone","1931-2002","television broadcasting executive","","","Roone Pinkney Arledge. Signing a business contract with the boxing promoter Don King (left) and the former heavyweight champion George Foreman (right), 21 October 1976. Courtesy of AP Images."
